,Rank_x,Name,Successful raids,Season,Rank_y,Raid points,Rank,Position,Matches played,Avg raid points,Team
0,1.0,Pardeep Narwal,836.0,ALL SEASONS,1.0,1101.0,1.0,Raider,104.0,10.69,Patna Pirates
1,2.0,Rahul Chaudhari,776.0,ALL SEASONS,2.0,943.0,6.0,Raider,120.0,7.86,Tamil Thalaivas
2,3.0,Deepak Niwas Hooda,698.0,ALL SEASONS,3.0,856.0,9.0,All Rounder,123.0,6.96,Jaipur Pink Panthers
3,4.0,Ajay Thakur,640.0,ALL SEASONS,4.0,790.0,11.0,Raider,115.0,6.87,Tamil Thalaivas
4,5.0,Maninder Singh,586.0,ALL SEASONS,5.0,731.0,4.0,Raider,79.0,9.25,Bengal Warriors
5,6.0,Rohit Kumar,545.0,ALL SEASONS,6.0,664.0,8.0,Raider,89.0,7.55,Bengaluru Bulls
6,6.0,Rohit Kumar,545.0,ALL SEASONS,224.0,2.0,8.0,Raider,89.0,7.55,Bengaluru Bulls
7,225.0,Rohit Kumar,1.0,ALL SEASONS,6.0,664.0,8.0,Raider,89.0,7.55,Bengaluru Bulls
8,225.0,Rohit Kumar,1.0,ALL SEASONS,224.0,2.0,8.0,Raider,89.0,7.55,Bengaluru Bulls
9,7.0,Rishank Devadiga,467.0,ALL SEASONS,7.0,595.0,23.0,Raider,117.0,5.09,Up Yoddha
10,8.0,Pawan Kumar Sehrawat,445.0,ALL SEASONS,8.0,578.0,5.0,Raider,75.0,8.03,Bengaluru Bulls
11,9.0,Kashiling Adake,424.0,ALL SEASONS,9.0,561.0,16.0,Raider,92.0,6.1,Bengaluru Bulls
12,10.0,Anup Kumar,421.0,ALL SEASONS,10.0,527.0,18.0,Raider,91.0,5.79,Jaipur Pink Panthers
13,11.0,Monu Goyat,377.0,ALL SEASONS,12.0,453.0,15.0,Raider,69.0,6.57,Up Yoddha
14,12.0,Nitin Tomar,366.0,ALL SEASONS,14.0,431.0,14.0,Raider,66.0,6.63,Puneri Paltan
15,12.0,Jang Kun Lee,366.0,ALL SEASONS,11.0,460.0,29.0,Raider,103.0,4.47,Patna Pirates
16,14.0,Naveen Kumar,357.0,ALL SEASONS,15.0,428.0,2.0,Raider,42.0,10.19,Dabang Delhi Kc
17,15.0,Sachin Tanwar,356.0,ALL SEASONS,13.0,433.0,11.0,Raider,63.0,6.87,Gujarat Fortunegiants
18,16.0,Siddharth Sirish Desai,312.0,ALL SEASONS,16.0,392.0,3.0,Raider,39.0,10.05,Telugu Titans
19,17.0,Vikash Kandola,302.0,ALL SEASONS,18.0,386.0,7.0,Raider,51.0,7.57,Haryana Steelers
20,18.0,Jasvir Singh,295.0,ALL SEASONS,19.0,380.0,24.0,Raider,77.0,5.0,Tamil Thalaivas
21,19.0,Sukesh Hegde,294.0,ALL SEASONS,16.0,392.0,36.0,Raider,97.0,4.04,Bengal Warriors
22,20.0,Prashanth Kumar Rai,286.0,ALL SEASONS,20.0,370.0,35.0,Raider,94.0,4.07,Haryana Steelers
23,21.0,K. Prapanjan,284.0,ALL SEASONS,21.0,363.0,28.0,Raider,81.0,4.54,Bengal Warriors
24,22.0,Shrikant Jadhav,276.0,ALL SEASONS,22.0,358.0,22.0,Raider,72.0,5.11,Up Yoddha
25,23.0,Chandran Ranjit,255.0,ALL SEASONS,24.0,316.0,19.0,Raider,61.0,5.18,Dabang Delhi Kc
26,24.0,Meraj Sheykh,249.0,ALL SEASONS,23.0,339.0,49.0,All Rounder,95.0,3.61,Dabang Delhi Kc
27,25.0,Deepak Narwal,244.0,ALL SEASONS,25.0,311.0,41.0,Raider,81.0,3.89,Jaipur Pink Panthers
28,26.0,Nilesh Salunke,229.0,ALL SEASONS,26.0,303.0,40.0,Raider,79.0,3.99,Jaipur Pink Panthers
29,27.0,Rajesh Narwal,224.0,ALL SEASONS,27.0,284.0,55.0,All Rounder,92.0,3.26,Dabang Delhi Kc
30,28.0,Rohit Baliyan,223.0,ALL SEASONS,30.0,269.0,34.0,Raider,68.0,4.08,U Mumba
31,29.0,Wazir Singh,221.0,ALL SEASONS,28.0,278.0,17.0,Raider,47.0,6.04,Haryana Steelers
32,30.0,Rajesh Mondal,212.0,ALL SEASONS,31.0,260.0,64.0,Raider,89.0,2.92,Puneri Paltan
33,31.0,Pawan Kumar Kadian,206.0,ALL SEASONS,29.0,277.0,43.0,Raider,74.0,3.79,Puneri Paltan
34,32.0,Sandeep Narwal,191.0,ALL SEASONS,32.0,247.0,92.0,All Rounder,120.0,2.13,U Mumba
35,33.0,Manjeet Chhillar,179.0,ALL SEASONS,33.0,224.0,78.0,All Rounder,108.0,2.38,Tamil Thalaivas
36,34.0,Rohit Gulia,176.0,ALL SEASONS,35.0,211.0,48.0,All Rounder,58.0,3.64,Gujarat Fortunegiants
37,35.0,Shabeer Bappu,169.0,ALL SEASONS,34.0,213.0,65.0,Raider,74.0,2.88,Tamil Thalaivas
38,36.0,Rakesh Kumar,164.0,ALL SEASONS,37.0,186.0,53.0,All Rounder,55.0,3.38,Telugu Titans
39,37.0,Manjeet,162.0,ALL SEASONS,36.0,191.0,26.0,Raider,42.0,4.55,Puneri Paltan
40,38.0,Deepak Kumar Dahiya,142.0,ALL SEASONS,39.0,181.0,52.0,Raider,53.0,3.42,Puneri Paltan
41,39.0,Abhishek Singh,141.0,ALL SEASONS,43.0,165.0,20.0,Raider,32.0,5.16,U Mumba
42,40.0,CPO Surjeet Singh,138.0,ALL SEASONS,41.0,176.0,47.0,Raider,48.0,3.67,Tamil Thalaivas
43,41.0,Ajay Kumar,137.0,ALL SEASONS,38.0,182.0,43.0,Raider,50.0,3.79,Gujarat Fortunegiants
44,42.0,Ravi Dalal,136.0,ALL SEASONS,42.0,173.0,26.0,Raider,38.0,4.55,Dabang Delhi Kc
45,43.0,Surjeet Narwal,133.0,ALL SEASONS,46.0,160.0,20.0,Raider,31.0,5.16,Bengal Warriors
46,43.0,Mahesh Goud,133.0,ALL SEASONS,43.0,165.0,71.0,Raider,65.0,2.66,Bengal Warriors
47,45.0,Nitin Madane,132.0,ALL SEASONS,43.0,165.0,30.0,Raider,37.0,4.46,U Mumba
48,45.0,Mahendra Ganesh Rajput,132.0,ALL SEASONS,40.0,180.0,63.0,Raider,62.0,2.95,Gujarat Fortunegiants
49,47.0,Abolfazl Maghsodloumahali,117.0,ALL SEASONS,48.0,144.0,56.0,Raider,47.0,3.2,Gujarat Fortunegiants
50,48.0,Sonu Narwal,116.0,ALL SEASONS,50.0,138.0,32.0,Raider,33.0,4.18,Puneri Paltan
51,49.0,Naveen,114.0,ALL SEASONS,48.0,144.0,33.0,Raider,35.0,4.11,Haryana Steelers
52,50.0,Selvamani K,109.0,ALL SEASONS,47.0,150.0,67.0,Raider,56.0,2.83,Haryana Steelers
53,51.0,More GB,108.0,ALL SEASONS,51.0,136.0,58.0,Raider,45.0,3.02,Gujarat Fortunegiants
54,52.0,Tushar Patil,104.0,ALL SEASONS,53.0,135.0,72.0,Raider,53.0,2.6,Patna Pirates
55,53.0,Vijay,99.0,ALL SEASONS,54.0,127.0,80.0,All Rounder,59.0,2.35,Dabang Delhi Kc
56,54.0,Surender Singh,97.0,ALL SEASONS,51.0,136.0,62.0,Raider,48.0,2.96,Up Yoddha
57,55.0,Nitin Rawal,91.0,ALL SEASONS,55.0,122.0,61.0,All Rounder,45.0,2.98,Jaipur Pink Panthers
58,56.0,V. Ajith Kumar,89.0,ALL SEASONS,58.0,107.0,13.0,Raider,17.0,6.69,Tamil Thalaivas
59,57.0,Athul MS,88.0,ALL SEASONS,56.0,114.0,57.0,Raider,38.0,3.08,U Mumba
60,58.0,Pankaj Mohite,84.0,ALL SEASONS,57.0,110.0,10.0,Raider,16.0,6.88,Puneri Paltan
61,59.0,Ajinkya Ashok Pawar,73.0,ALL SEASONS,62.0,90.0,59.0,Raider,31.0,3.0,Jaipur Pink Panthers
62,60.0,Ran Singh,72.0,ALL SEASONS,59.0,99.0,133.0,All Rounder,118.0,1.36,Tamil Thalaivas
63,61.0,Shrikant Tewthia,66.0,ALL SEASONS,67.0,78.0,106.0,All Rounder,71.0,1.86,Bengal Warriors
64,61.0,Vinay,66.0,ALL SEASONS,61.0,92.0,25.0,Raider,19.0,4.84,Haryana Steelers
65,61.0,Darshan Kadian,66.0,ALL SEASONS,63.0,89.0,74.0,Raider,39.0,2.47,Puneri Paltan
66,64.0,Rohit Kumar Choudary,64.0,ALL SEASONS,60.0,93.0,75.0,Raider,38.0,2.45,Up Yoddha
67,65.0,Sunil Jaipal,63.0,ALL SEASONS,64.0,87.0,85.0,Raider,38.0,2.29,Bengaluru Bulls
68,66.0,Monu,62.0,ALL SEASONS,68.0,75.0,120.0,Raider,52.0,1.6,Patna Pirates
69,67.0,Mohammad Esmaeil Nabibakhsh,60.0,ALL SEASONS,68.0,75.0,45.0,All Rounder,20.0,3.75,Bengal Warriors
70,67.0,Arjun Deshwal,60.0,ALL SEASONS,66.0,80.0,31.0,Raider,19.0,4.21,U Mumba
71,69.0,Gurvinder Singh,59.0,ALL SEASONS,65.0,82.0,103.0,Raider,45.0,1.95,Gujarat Fortunegiants
72,70.0,Mohsen Maghsoudloujafari,55.0,ALL SEASONS,68.0,75.0,114.0,All Rounder,46.0,1.74,Up Yoddha
73,71.0,Dong Geon Lee,54.0,ALL SEASONS,71.0,71.0,88.0,Raider,33.0,2.15,U Mumba
74,72.0,Bhupender Singh,48.0,ALL SEASONS,71.0,71.0,127.0,All Rounder,47.0,1.54,Bengal Warriors
75,73.0,Jitesh Joshi,43.0,ALL SEASONS,79.0,53.0,68.0,All Rounder,19.0,2.79,Puneri Paltan
76,73.0,Pravin Niwale,43.0,ALL SEASONS,73.0,62.0,42.0,Raider,17.0,3.88,Dabang Delhi Kc
77,73.0,Vinod Kumar,43.0,ALL SEASONS,73.0,62.0,96.0,Raider,29.0,2.0,Bengaluru Bulls
78,73.0,Vinod Kumar,43.0,ALL SEASONS,73.0,62.0,134.0,All Rounder,47.0,1.35,Gujarat Fortunegiants
79,73.0,Vinod Kumar,43.0,ALL SEASONS,82.0,52.0,96.0,Raider,29.0,2.0,Bengaluru Bulls
80,73.0,Vinod Kumar,43.0,ALL SEASONS,82.0,52.0,134.0,All Rounder,47.0,1.35,Gujarat Fortunegiants
81,78.0,Vinod Kumar,41.0,ALL SEASONS,73.0,62.0,96.0,Raider,29.0,2.0,Bengaluru Bulls
82,78.0,Vinod Kumar,41.0,ALL SEASONS,73.0,62.0,134.0,All Rounder,47.0,1.35,Gujarat Fortunegiants
83,78.0,Vinod Kumar,41.0,ALL SEASONS,82.0,52.0,96.0,Raider,29.0,2.0,Bengaluru Bulls
84,78.0,Vinod Kumar,41.0,ALL SEASONS,82.0,52.0,134.0,All Rounder,47.0,1.35,Gujarat Fortunegiants
85,76.0,Farhad Rahimi Milaghardan,42.0,ALL SEASONS,79.0,53.0,139.0,All Rounder,58.0,1.2,Telugu Titans
86,76.0,Sonu Jaglan,42.0,ALL SEASONS,82.0,52.0,51.0,Raider,15.0,3.47,Gujarat Fortunegiants
87,78.0,Surender Gill,41.0,ALL SEASONS,77.0,54.0,50.0,Raider,15.0,3.6,Up Yoddha
88,80.0,Mahipal Narwal,40.0,ALL SEASONS,76.0,57.0,95.0,All Rounder,34.0,2.04,Gujarat Fortunegiants
89,81.0,Kuldeep Singh,39.0,ALL SEASONS,75.0,59.0,143.0,All Rounder,66.0,1.13,Patna Pirates
90,81.0,Kuldeep Singh,39.0,ALL SEASONS,250.0,1.0,143.0,All Rounder,66.0,1.13,Patna Pirates
91,81.0,Sumit Singh,39.0,ALL SEASONS,77.0,54.0,114.0,Raider,32.0,1.74,Bengaluru Bulls
92,81.0,Rajnish,39.0,ALL SEASONS,82.0,52.0,46.0,Raider,14.0,3.71,Telugu Titans
93,84.0,Ashish Kumar,37.0,ALL SEASONS,85.0,46.0,178.0,All Rounder,83.0,0.71,Bengaluru Bulls
94,84.0,Rakesh Narwal,37.0,ALL SEASONS,79.0,53.0,93.0,Raider,26.0,2.12,Bengal Warriors
95,86.0,Suraj Desai,35.0,ALL SEASONS,89.0,44.0,37.0,Raider,12.0,4.0,Telugu Titans
96,87.0,Vineet Sharma,34.0,ALL SEASONS,93.0,41.0,145.0,Raider,41.0,1.11,Tamil Thalaivas
97,87.0,Akshay Jadhav,34.0,ALL SEASONS,94.0,37.0,136.0,Raider,29.0,1.32,Puneri Paltan
98,87.0,Ravindra Ramesh Kumawat,34.0,ALL SEASONS,92.0,42.0,86.0,Raider,19.0,2.21,Bengal Warriors
99,87.0,Harish Naik,34.0,ALL SEASONS,88.0,45.0,89.0,Raider,21.0,2.14,Bengaluru Bulls
100,91.0,Anand Patil,33.0,ALL SEASONS,85.0,46.0,108.0,Raider,26.0,1.84,Jaipur Pink Panthers
101,91.0,Amit Om Prakash Rathi,33.0,ALL SEASONS,85.0,46.0,65.0,Raider,16.0,2.88,Gujarat Fortunegiants
102,93.0,Yogesh Hooda,29.0,ALL SEASONS,95.0,35.0,108.0,Raider,21.0,1.84,Dabang Delhi Kc
103,93.0,Dharmaraj Cheralathan,29.0,ALL SEASONS,90.0,43.0,190.0,"Defender, Right And Left Corner",116.0,0.57,Haryana Steelers
104,93.0,R. Sriram,29.0,ALL SEASONS,95.0,35.0,81.0,Raider,15.0,2.33,Puneri Paltan
105,96.0,Vikas Jaglan,28.0,ALL SEASONS,90.0,43.0,143.0,All Rounder,46.0,1.13,Patna Pirates
106,97.0,Suresu Kumar,26.0,ALL SEASONS,98.0,31.0,125.0,Raider,21.0,1.55,Dabang Delhi Kc
107,97.0,Vikas Kumar,26.0,ALL SEASONS,100.0,30.0,89.0,Raider,14.0,2.14,Telugu Titans
108,99.0,Mohammad Esmaeil Maghsoudlou Mahalli,25.0,ALL SEASONS,98.0,31.0,104.0,Raider,17.0,1.94,Patna Pirates
109,99.0,Vinoth Kumar,25.0,ALL SEASONS,100.0,30.0,111.0,Raider,17.0,1.76,U Mumba
110,101.0,Ajit Singh,24.0,ALL SEASONS,97.0,32.0,105.0,Raider,17.0,1.88,Jaipur Pink Panthers
111,102.0,Rakshith,23.0,ALL SEASONS,104.0,26.0,128.0,Raider,17.0,1.53,Telugu Titans
112,103.0,Sachin Kumar,21.0,ALL SEASONS,104.0,26.0,164.0,All Rounder,46.0,0.84,Up Yoddha
113,104.0,Manpreet Singh,20.0,ALL SEASONS,108.0,24.0,107.0,Raider,13.0,1.85,Patna Pirates
114,104.0,Rakesh Gowda,20.0,ALL SEASONS,110.0,22.0,76.0,Raider,9.0,2.44,Telugu Titans
115,106.0,Mangesh Bhagat,19.0,ALL SEASONS,102.0,27.0,53.0,Raider,8.0,3.38,Puneri Paltan
116,106.0,Pradeep Kumar,19.0,ALL SEASONS,108.0,24.0,59.0,Raider,10.0,3.0,U Mumba
117,108.0,Dinesh Kumar,17.0,ALL SEASONS,116.0,19.0,78.0,All Rounder,8.0,2.38,Bengal Warriors
118,108.0,Azad Singh,17.0,ALL SEASONS,102.0,27.0,94.0,Raider,13.0,2.08,Up Yoddha
119,110.0,Amit Kumar,16.0,ALL SEASONS,106.0,25.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
120,110.0,Amit Kumar,16.0,ALL SEASONS,106.0,25.0,116.0,All Rounder,3.0,1.67,Patna Pirates
121,110.0,Amit Kumar,16.0,ALL SEASONS,106.0,25.0,130.0,Raider,19.0,1.47,Puneri Paltan
122,110.0,Amit Kumar,16.0,ALL SEASONS,106.0,25.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
123,110.0,Amit Kumar,16.0,ALL SEASONS,106.0,25.0,216.0,Raider,11.0,0.36,Telugu Titans
124,110.0,Amit Kumar,16.0,ALL SEASONS,126.0,16.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
125,110.0,Amit Kumar,16.0,ALL SEASONS,126.0,16.0,116.0,All Rounder,3.0,1.67,Patna Pirates
126,110.0,Amit Kumar,16.0,ALL SEASONS,126.0,16.0,130.0,Raider,19.0,1.47,Puneri Paltan
127,110.0,Amit Kumar,16.0,ALL SEASONS,126.0,16.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
128,110.0,Amit Kumar,16.0,ALL SEASONS,126.0,16.0,216.0,Raider,11.0,0.36,Telugu Titans
129,110.0,Amit Kumar,16.0,ALL SEASONS,140.0,12.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
130,110.0,Amit Kumar,16.0,ALL SEASONS,140.0,12.0,116.0,All Rounder,3.0,1.67,Patna Pirates
131,110.0,Amit Kumar,16.0,ALL SEASONS,140.0,12.0,130.0,Raider,19.0,1.47,Puneri Paltan
132,110.0,Amit Kumar,16.0,ALL SEASONS,140.0,12.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
133,110.0,Amit Kumar,16.0,ALL SEASONS,140.0,12.0,216.0,Raider,11.0,0.36,Telugu Titans
134,110.0,Amit Kumar,16.0,ALL SEASONS,175.0,5.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
135,110.0,Amit Kumar,16.0,ALL SEASONS,175.0,5.0,116.0,All Rounder,3.0,1.67,Patna Pirates
136,110.0,Amit Kumar,16.0,ALL SEASONS,175.0,5.0,130.0,Raider,19.0,1.47,Puneri Paltan
137,110.0,Amit Kumar,16.0,ALL SEASONS,175.0,5.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
138,110.0,Amit Kumar,16.0,ALL SEASONS,175.0,5.0,216.0,Raider,11.0,0.36,Telugu Titans
139,110.0,Amit Kumar,16.0,ALL SEASONS,192.0,4.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
140,110.0,Amit Kumar,16.0,ALL SEASONS,192.0,4.0,116.0,All Rounder,3.0,1.67,Patna Pirates
141,110.0,Amit Kumar,16.0,ALL SEASONS,192.0,4.0,130.0,Raider,19.0,1.47,Puneri Paltan
142,110.0,Amit Kumar,16.0,ALL SEASONS,192.0,4.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
143,110.0,Amit Kumar,16.0,ALL SEASONS,192.0,4.0,216.0,Raider,11.0,0.36,Telugu Titans
144,127.0,Amit Kumar,10.0,ALL SEASONS,106.0,25.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
145,127.0,Amit Kumar,10.0,ALL SEASONS,106.0,25.0,116.0,All Rounder,3.0,1.67,Patna Pirates
146,127.0,Amit Kumar,10.0,ALL SEASONS,106.0,25.0,130.0,Raider,19.0,1.47,Puneri Paltan
147,127.0,Amit Kumar,10.0,ALL SEASONS,106.0,25.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
148,127.0,Amit Kumar,10.0,ALL SEASONS,106.0,25.0,216.0,Raider,11.0,0.36,Telugu Titans
149,127.0,Amit Kumar,10.0,ALL SEASONS,126.0,16.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
150,127.0,Amit Kumar,10.0,ALL SEASONS,126.0,16.0,116.0,All Rounder,3.0,1.67,Patna Pirates
151,127.0,Amit Kumar,10.0,ALL SEASONS,126.0,16.0,130.0,Raider,19.0,1.47,Puneri Paltan
152,127.0,Amit Kumar,10.0,ALL SEASONS,126.0,16.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
153,127.0,Amit Kumar,10.0,ALL SEASONS,126.0,16.0,216.0,Raider,11.0,0.36,Telugu Titans
154,127.0,Amit Kumar,10.0,ALL SEASONS,140.0,12.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
155,127.0,Amit Kumar,10.0,ALL SEASONS,140.0,12.0,116.0,All Rounder,3.0,1.67,Patna Pirates
156,127.0,Amit Kumar,10.0,ALL SEASONS,140.0,12.0,130.0,Raider,19.0,1.47,Puneri Paltan
157,127.0,Amit Kumar,10.0,ALL SEASONS,140.0,12.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
158,127.0,Amit Kumar,10.0,ALL SEASONS,140.0,12.0,216.0,Raider,11.0,0.36,Telugu Titans
159,127.0,Amit Kumar,10.0,ALL SEASONS,175.0,5.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
160,127.0,Amit Kumar,10.0,ALL SEASONS,175.0,5.0,116.0,All Rounder,3.0,1.67,Patna Pirates
161,127.0,Amit Kumar,10.0,ALL SEASONS,175.0,5.0,130.0,Raider,19.0,1.47,Puneri Paltan
162,127.0,Amit Kumar,10.0,ALL SEASONS,175.0,5.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
163,127.0,Amit Kumar,10.0,ALL SEASONS,175.0,5.0,216.0,Raider,11.0,0.36,Telugu Titans
164,127.0,Amit Kumar,10.0,ALL SEASONS,192.0,4.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
165,127.0,Amit Kumar,10.0,ALL SEASONS,192.0,4.0,116.0,All Rounder,3.0,1.67,Patna Pirates
166,127.0,Amit Kumar,10.0,ALL SEASONS,192.0,4.0,130.0,Raider,19.0,1.47,Puneri Paltan
167,127.0,Amit Kumar,10.0,ALL SEASONS,192.0,4.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
168,127.0,Amit Kumar,10.0,ALL SEASONS,192.0,4.0,216.0,Raider,11.0,0.36,Telugu Titans
169,133.0,Amit Kumar,9.0,ALL SEASONS,106.0,25.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
170,133.0,Amit Kumar,9.0,ALL SEASONS,106.0,25.0,116.0,All Rounder,3.0,1.67,Patna Pirates
171,133.0,Amit Kumar,9.0,ALL SEASONS,106.0,25.0,130.0,Raider,19.0,1.47,Puneri Paltan
172,133.0,Amit Kumar,9.0,ALL SEASONS,106.0,25.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
173,133.0,Amit Kumar,9.0,ALL SEASONS,106.0,25.0,216.0,Raider,11.0,0.36,Telugu Titans
174,133.0,Amit Kumar,9.0,ALL SEASONS,126.0,16.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
175,133.0,Amit Kumar,9.0,ALL SEASONS,126.0,16.0,116.0,All Rounder,3.0,1.67,Patna Pirates
176,133.0,Amit Kumar,9.0,ALL SEASONS,126.0,16.0,130.0,Raider,19.0,1.47,Puneri Paltan
177,133.0,Amit Kumar,9.0,ALL SEASONS,126.0,16.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
178,133.0,Amit Kumar,9.0,ALL SEASONS,126.0,16.0,216.0,Raider,11.0,0.36,Telugu Titans
179,133.0,Amit Kumar,9.0,ALL SEASONS,140.0,12.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
180,133.0,Amit Kumar,9.0,ALL SEASONS,140.0,12.0,116.0,All Rounder,3.0,1.67,Patna Pirates
181,133.0,Amit Kumar,9.0,ALL SEASONS,140.0,12.0,130.0,Raider,19.0,1.47,Puneri Paltan
182,133.0,Amit Kumar,9.0,ALL SEASONS,140.0,12.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
183,133.0,Amit Kumar,9.0,ALL SEASONS,140.0,12.0,216.0,Raider,11.0,0.36,Telugu Titans
184,133.0,Amit Kumar,9.0,ALL SEASONS,175.0,5.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
185,133.0,Amit Kumar,9.0,ALL SEASONS,175.0,5.0,116.0,All Rounder,3.0,1.67,Patna Pirates
186,133.0,Amit Kumar,9.0,ALL SEASONS,175.0,5.0,130.0,Raider,19.0,1.47,Puneri Paltan
187,133.0,Amit Kumar,9.0,ALL SEASONS,175.0,5.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
188,133.0,Amit Kumar,9.0,ALL SEASONS,175.0,5.0,216.0,Raider,11.0,0.36,Telugu Titans
189,133.0,Amit Kumar,9.0,ALL SEASONS,192.0,4.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
190,133.0,Amit Kumar,9.0,ALL SEASONS,192.0,4.0,116.0,All Rounder,3.0,1.67,Patna Pirates
191,133.0,Amit Kumar,9.0,ALL SEASONS,192.0,4.0,130.0,Raider,19.0,1.47,Puneri Paltan
192,133.0,Amit Kumar,9.0,ALL SEASONS,192.0,4.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
193,133.0,Amit Kumar,9.0,ALL SEASONS,192.0,4.0,216.0,Raider,11.0,0.36,Telugu Titans
194,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
195,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,116.0,All Rounder,3.0,1.67,Patna Pirates
196,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,130.0,Raider,19.0,1.47,Puneri Paltan
197,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
198,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,216.0,Raider,11.0,0.36,Telugu Titans
199,179.0,Amit Kumar,3.0,ALL SEASONS,126.0,16.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
200,179.0,Amit Kumar,3.0,ALL SEASONS,126.0,16.0,116.0,All Rounder,3.0,1.67,Patna Pirates
201,179.0,Amit Kumar,3.0,ALL SEASONS,126.0,16.0,130.0,Raider,19.0,1.47,Puneri Paltan
202,179.0,Amit Kumar,3.0,ALL SEASONS,126.0,16.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
203,179.0,Amit Kumar,3.0,ALL SEASONS,126.0,16.0,216.0,Raider,11.0,0.36,Telugu Titans
204,179.0,Amit Kumar,3.0,ALL SEASONS,140.0,12.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
205,179.0,Amit Kumar,3.0,ALL SEASONS,140.0,12.0,116.0,All Rounder,3.0,1.67,Patna Pirates
206,179.0,Amit Kumar,3.0,ALL SEASONS,140.0,12.0,130.0,Raider,19.0,1.47,Puneri Paltan
207,179.0,Amit Kumar,3.0,ALL SEASONS,140.0,12.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
208,179.0,Amit Kumar,3.0,ALL SEASONS,140.0,12.0,216.0,Raider,11.0,0.36,Telugu Titans
209,179.0,Amit Kumar,3.0,ALL SEASONS,175.0,5.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
210,179.0,Amit Kumar,3.0,ALL SEASONS,175.0,5.0,116.0,All Rounder,3.0,1.67,Patna Pirates
211,179.0,Amit Kumar,3.0,ALL SEASONS,175.0,5.0,130.0,Raider,19.0,1.47,Puneri Paltan
212,179.0,Amit Kumar,3.0,ALL SEASONS,175.0,5.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
213,179.0,Amit Kumar,3.0,ALL SEASONS,175.0,5.0,216.0,Raider,11.0,0.36,Telugu Titans
214,179.0,Amit Kumar,3.0,ALL SEASONS,192.0,4.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
215,179.0,Amit Kumar,3.0,ALL SEASONS,192.0,4.0,116.0,All Rounder,3.0,1.67,Patna Pirates
216,179.0,Amit Kumar,3.0,ALL SEASONS,192.0,4.0,130.0,Raider,19.0,1.47,Puneri Paltan
217,179.0,Amit Kumar,3.0,ALL SEASONS,192.0,4.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
218,179.0,Amit Kumar,3.0,ALL SEASONS,192.0,4.0,216.0,Raider,11.0,0.36,Telugu Titans
219,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,70.0,All Rounder,6.0,2.67,Puneri Paltan
220,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,116.0,All Rounder,3.0,1.67,Patna Pirates
221,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,130.0,Raider,19.0,1.47,Puneri Paltan
222,179.0,Amit Kumar,3.0,ALL SEASONS,106.0,25.0,147.0,Raider,17.0,1.09,Jaipur Pink Panthers
