,Rank_x,Name,Successful raids,Season,Rank_y,Raid points,Rank,Position,Matches played,Avg raid points,Team
1118,48.0,D. Gopu,4.0,SEASON 1,51.0,4.0,54.0,"Defender, Right And Left Corner",15.0,0.5,Telugu Titans
1119,48.0,Chandran Ranjit,4.0,SEASON 1,44.0,6.0,44.0,Raider,6.0,1.0,Telugu Titans
1120,50.0,Ehsan Zamani Fard,3.0,SEASON 1,51.0,4.0,54.0,"Defender, Left Corner",8.0,0.5,Dabang Delhi Kc
1121,50.0,Wajid Ali,3.0,SEASON 1,51.0,4.0,,,,,
1122,50.0,Dovlet Boshimov,3.0,SEASON 1,51.0,4.0,,,,,
1123,50.0,Preetam Chhillar,3.0,SEASON 1,47.0,5.0,48.0,All Rounder,11.0,0.83,Bengaluru Bulls
1124,50.0,Ram Kumar Sah,3.0,SEASON 1,56.0,3.0,50.0,"Defender, Left Cover",9.0,0.75,Patna Pirates
1125,55.0,Md. Aruduzzaman Munshi,2.0,SEASON 1,58.0,2.0,,,,,
1126,55.0,Girish Maruti Ernak,2.0,SEASON 1,58.0,2.0,56.0,"Defender, Left Corner",12.0,0.33,Patna Pirates
1127,55.0,Mandeep Kumar,2.0,SEASON 1,47.0,5.0,44.0,Raider,7.0,1.0,Patna Pirates
1128,55.0,Punit Kumar Teotia,2.0,SEASON 1,56.0,3.0,50.0,Raider,4.0,0.75,Dabang Delhi Kc
1129,55.0,Sinotharan Kanesharajah,2.0,SEASON 1,51.0,4.0,,,,,
1130,60.0,Tae Deok Eom,1.0,SEASON 1,58.0,2.0,53.0,All Rounder,9.0,0.67,Patna Pirates
1131,60.0,Takamitsu Kono,1.0,SEASON 1,63.0,1.0,,,,,
1132,60.0,Dong Ju Hong,1.0,SEASON 1,63.0,1.0,,,,,
1133,60.0,Amit Singh Chhillar,1.0,SEASON 1,63.0,1.0,,,,,
1134,60.0,Gurpreet Singh,1.0,SEASON 1,58.0,2.0,,,,,
1135,60.0,Mohit Chhillar,1.0,SEASON 1,63.0,1.0,,,,,
1136,60.0,Rakesh Singh Kumar,1.0,SEASON 1,63.0,1.0,,,,,
1137,60.0,Gurchet Singh,1.0,SEASON 1,63.0,1.0,57.0,NaN,4.0,0.25,Bengaluru Bulls
1138,60.0,Prashant Chavan,1.0,SEASON 1,63.0,1.0,,,,,
1139,60.0,Sunil Hanumanthappa,1.0,SEASON 1,58.0,2.0,,,,,
1140,60.0,Rupesh Tomar,1.0,SEASON 1,63.0,1.0,,,,,
1141,,Satpal,,ALL SEASONS,175.0,5.0,191.0,"Defender, Right Corner",22.0,0.56,Dabang Delhi Kc
1142,,Nitesh Kumar,,ALL SEASONS,224.0,2.0,231.0,Defender,62.0,0.22,Up Yoddha
1143,,Abozar Mohajermighani,,ALL SEASONS,224.0,2.0,242.0,Defender,63.0,0.09,Telugu Titans
1144,,Deepak Dhull,,ALL SEASONS,250.0,1.0,,,,,
1145,,Somvir,,ALL SEASONS,250.0,1.0,,,,,
1146,,Vijender Singh,,ALL SEASONS,250.0,1.0,,,,,
1147,,Munish,,ALL SEASONS,250.0,1.0,,,,,
1148,,Darshan J.,,ALL SEASONS,250.0,1.0,,,,,
1149,,Sandeep Kumar Dhull,,ALL SEASONS,250.0,1.0,,,,,
1150,,Navneet Gautam,,ALL SEASONS,250.0,1.0,233.0,"Defender, Left Corner",31.0,0.2,Jaipur Pink Panthers
1151,,Baldev Singh,,ALL SEASONS,250.0,1.0,227.0,"Defender, Right Corner",38.0,0.25,Bengal Warriors
1152,,Rajaguru Subramanian,,ALL SEASONS,250.0,1.0,235.0,"Defender, Right Cover",46.0,0.17,U Mumba
1153,,Sunny,,ALL SEASONS,250.0,1.0,219.0,Raider,3.0,0.33,Patna Pirates
1154,,Manjeet Chhillar,,SEASON 7,80.0,4.0,89.0,All Rounder,15.0,0.36,Tamil Thalaivas
1155,,Girish Maruti Ernak,,SEASON 7,99.0,1.0,,,,,
1156,,Nitesh Kumar,,SEASON 7,99.0,1.0,,,,,
1157,,Sandeep Kumar Dhull,,SEASON 7,99.0,1.0,,,,,
1158,,Amit Hooda,,SEASON 7,99.0,1.0,,,,,
1159,,Abozar Mohajermighani,,SEASON 7,99.0,1.0,97.0,Defender,18.0,0.2,Telugu Titans
1160,,Ashish Kumar,,SEASON 7,99.0,1.0,98.0,All Rounder,7.0,0.17,Bengaluru Bulls
1161,,Amit Hooda,,SEASON 6,105.0,2.0,,,,,
1162,,Baldev Singh,,SEASON 6,115.0,1.0,,,,,
1163,,Satpal,,SEASON 6,115.0,1.0,,,,,
1164,,Nitesh Kumar,,SEASON 6,115.0,1.0,112.0,Defender,25.0,0.17,Up Yoddha
1165,,Girish Maruti Ernak,,SEASON 6,115.0,1.0,109.0,"Defender, Left Corner",20.0,0.25,Puneri Paltan
1166,,Anil Kumar,,SEASON 6,115.0,1.0,112.0,"Defender, Left Cover",18.0,0.17,Telugu Titans
1167,,Satpal,,SEASON 5,85.0,4.0,89.0,"Defender, Right Corner",10.0,0.57,Dabang Delhi Kc
1168,,Anil Kumar,,SEASON 5,108.0,1.0,,,,,
1169,,Dong Ju Hong,,SEASON 5,108.0,1.0,,,,,
1170,,Vijay Kumar,,SEASON 5,108.0,1.0,,,,,
1171,,Darshan J.,,SEASON 5,108.0,1.0,,,,,
1172,,Munish,,SEASON 5,108.0,1.0,,,,,
1173,,Abozar Mohajermighani,,SEASON 5,108.0,1.0,105.0,Defender,24.0,0.17,Gujarat Fortunegiants
1174,,Sachin Kumar,,SEASON 5,108.0,1.0,101.0,"Defender, Left Corner",9.0,0.25,Bengaluru Bulls
1175,,C. Arun,,SEASON 5,108.0,1.0,108.0,"Defender, Left Cover",20.0,0.13,Tamil Thalaivas
1176,,Amit Hooda,,SEASON 4,59.0,2.0,,,,,
1177,,Hadi Oshtorak,,SEASON 4,64.0,1.0,,,,,
1178,,Sunil,,SEASON 4,64.0,1.0,,,,,
1179,,Sunny,,SEASON 4,64.0,1.0,61.0,Raider,3.0,0.33,Patna Pirates
1180,,Navneet Gautam,,SEASON 3,70.0,1.0,,,,,
1181,,Fazel Atrachali,,SEASON 3,70.0,1.0,,,,,
1182,,Somvir,,SEASON 3,70.0,1.0,,,,,
1183,,Surender Nada,,SEASON 3,70.0,1.0,64.0,"Defender, Left Corner",7.0,0.5,U Mumba
1184,,Rohit Rana,,SEASON 3,70.0,1.0,72.0,"Defender, Left Cover",12.0,0.17,Jaipur Pink Panthers
1185,,Girish Maruti Ernak,,SEASON 3,70.0,1.0,74.0,"Defender, Left Corner",11.0,0.11,Bengal Warriors
1186,,Deepak Dhull,,SEASON 2,73.0,1.0,,,,,
1187,,Balbir Singh,,SEASON 2,73.0,1.0,,,,,
1188,,Rajaguru Subramanian,,SEASON 2,73.0,1.0,,,,,
1189,,Sinotharan Kanesharajah,,SEASON 2,73.0,1.0,,,,,
1190,,Vijender Singh,,SEASON 2,73.0,1.0,,,,,
1191,,Samarjeet Singh,,SEASON 1,63.0,1.0,58.0,All Rounder,12.0,0.2,Jaipur Pink Panthers
1192,,Rohit Kumar Prajapat,,ALL SEASONS,,,250.0,Raider,3.0,0.0,Jaipur Pink Panthers
1193,,Vikas Kale,,ALL SEASONS,,,250.0,"Defender, Right Cover",59.0,0.0,Haryana Steelers
1194,,Ravi Kumar,,ALL SEASONS,,,250.0,"Defender, Right Cover",92.0,0.0,Haryana Steelers
1195,,Masayuki Shimokawa,,ALL SEASONS,,,250.0,Raider,7.0,0.0,U Mumba
1196,,Jaideep,,ALL SEASONS,,,250.0,"Defender, Left Corner",67.0,0.0,Patna Pirates
1197,,Vishnu Uthaman,,ALL SEASONS,,,250.0,Raider,3.0,0.0,Patna Pirates
1198,,Kamal Kishor Jat,,ALL SEASONS,,,250.0,Raider,7.0,0.0,Dabang Delhi Kc
1199,,Pankaj,,ALL SEASONS,,,250.0,All Rounder,23.0,0.0,Gujarat Fortunegiants
1200,,Ankit,,ALL SEASONS,,,250.0,Defender,13.0,0.0,Bengaluru Bulls
1201,,Vishal Bhardwaj,,SEASON 7,,,101.0,Defender,18.0,0.0,Telugu Titans
1202,,Mahender Singh,,SEASON 7,,,101.0,"Defender, Left Cover",16.0,0.0,Bengaluru Bulls
1203,,R. Sriram,,SEASON 7,,,101.0,Raider,1.0,0.0,Puneri Paltan
1204,,Sachin Kumar,,SEASON 7,,,101.0,All Rounder,12.0,0.0,Up Yoddha
1205,,Ravi Kumar,,SEASON 7,,,101.0,"Defender, Right Cover",17.0,0.0,Haryana Steelers
1206,,Krushna Madane,,SEASON 7,,,101.0,Defender,9.0,0.0,Telugu Titans
1207,,Ankit,,SEASON 7,,,101.0,Defender,7.0,0.0,Bengaluru Bulls
1208,,Kamal Singh,,SEASON 7,,,101.0,Raider,3.0,0.0,Telugu Titans
1209,,Sagar B Krishna,,SEASON 6,,,115.0,All Rounder,20.0,0.0,Up Yoddha
1210,,Vishal Bhardwaj,,SEASON 6,,,115.0,Defender,17.0,0.0,Telugu Titans
1211,,Fazel Atrachali,,SEASON 6,,,115.0,"Defender, Left Corner",23.0,0.0,U Mumba
1212,,Jaideep,,SEASON 6,,,115.0,"Defender, Left Corner",22.0,0.0,Patna Pirates
1213,,Abozar Mohajermighani,,SEASON 6,,,115.0,Defender,21.0,0.0,Telugu Titans
1214,,Sunil Kumar,,SEASON 6,,,115.0,Defender,25.0,0.0,Gujarat Fortunegiants
1215,,Dharmaraj Cheralathan,,SEASON 6,,,115.0,"Defender, Right And Left Corner",22.0,0.0,U Mumba
1216,,Mahender Singh,,SEASON 6,,,115.0,"Defender, Left Cover",24.0,0.0,Bengaluru Bulls
1217,,Shubham Shinde,,SEASON 6,,,115.0,"Defender, Right Corner",10.0,0.0,Puneri Paltan
1218,,Kamal Kishor Jat,,SEASON 5,,,110.0,Raider,7.0,0.0,Jaipur Pink Panthers
1219,,Pankaj,,SEASON 5,,,110.0,All Rounder,13.0,0.0,Up Yoddha
1220,,Vishnu Uthaman,,SEASON 5,,,110.0,Raider,3.0,0.0,Patna Pirates
1221,,Amit Hooda,,SEASON 5,,,110.0,"Defender, Right Corner",22.0,0.0,Tamil Thalaivas
1222,,Fazel Atrachali,,SEASON 5,,,110.0,"Defender, Left Corner",24.0,0.0,Gujarat Fortunegiants
1223,,Parmod Narwal,,SEASON 5,,,110.0,All Rounder,6.0,0.0,Haryana Steelers
1224,,Rupesh Tomar,,SEASON 5,,,110.0,All Rounder,1.0,0.0,Dabang Delhi Kc
1225,,Dharmaraj Cheralathan,,SEASON 5,,,110.0,"Defender, Right And Left Corner",18.0,0.0,Puneri Paltan
1226,,Jasmer Singh Gulia,,SEASON 4,,,65.0,All Rounder,13.0,0.0,Telugu Titans
1227,,Bhupender Singh,,SEASON 4,,,65.0,All Rounder,4.0,0.0,Dabang Delhi Kc
1228,,Girish Maruti Ernak,,SEASON 4,,,65.0,"Defender, Left Corner",12.0,0.0,Bengal Warriors
1229,,Mahendra Ganesh Rajput,,SEASON 4,,,65.0,Raider,4.0,0.0,Bengal Warriors
1230,,Shrikant Tewthia,,SEASON 4,,,65.0,All Rounder,4.0,0.0,Jaipur Pink Panthers
1231,,Rohit Kumar Prajapat,,SEASON 3,,,75.0,Raider,3.0,0.0,Jaipur Pink Panthers
1232,,Rakesh Singh Kumar,,SEASON 2,,,73.0,"Defender, Left Cover",13.0,0.0,Dabang Delhi Kc
1233,,Ravi Kumar,,SEASON 2,,,73.0,"Defender, Right Cover",13.0,0.0,Puneri Paltan
1234,,Prashant Chavan,,SEASON 2,,,73.0,"Defender, Right Corner",11.0,0.0,Jaipur Pink Panthers
1235,,Sachin Khambe,,SEASON 2,,,73.0,"Defender, Left Corner",8.0,0.0,Bengal Warriors
1236,,Chandran Ranjit,,SEASON 2,,,73.0,Raider,1.0,0.0,Telugu Titans
