,Rank_x,Name,Successful tackles,Season,Rank_y,Tackle points,Rank,Position,Matches played,Avg tackle points,Team
0,1.0,Manjeet Chhillar,324.0,ALL SEASONS,1.0,339.0,5.0,All Rounder,108.0,3.14,Tamil Thalaivas
1,2.0,Ravinder Pahal,301.0,ALL SEASONS,2.0,320.0,9.0,"Defender, Right Corner",109.0,2.94,Dabang Delhi Kc
2,3.0,Fazel Atrachali,277.0,ALL SEASONS,4.0,295.0,8.0,"Defender, Left Corner",98.0,3.01,U Mumba
3,4.0,Sandeep Narwal,268.0,ALL SEASONS,3.0,296.0,21.0,All Rounder,120.0,2.47,U Mumba
4,5.0,Mohit Chhillar,254.0,ALL SEASONS,5.0,277.0,17.0,"Defender, Right Corner",109.0,2.54,Tamil Thalaivas
5,6.0,PO Surjeet Singh,250.0,ALL SEASONS,6.0,266.0,10.0,"Defender, Right Cover",92.0,2.89,Puneri Paltan
6,7.0,Girish Maruti Ernak,245.0,ALL SEASONS,7.0,259.0,20.0,"Defender, Left Corner",104.0,2.49,Puneri Paltan
7,8.0,Dharmaraj Cheralathan,232.0,ALL SEASONS,8.0,257.0,26.0,"Defender, Right And Left Corner",116.0,2.22,Haryana Steelers
8,9.0,Ran Singh,217.0,ALL SEASONS,9.0,229.0,36.0,All Rounder,118.0,1.94,Tamil Thalaivas
9,10.0,Amit Hooda,211.0,ALL SEASONS,9.0,229.0,12.0,"Defender, Right Corner",86.0,2.66,Jaipur Pink Panthers
10,11.0,Surender Nada,206.0,ALL SEASONS,12.0,222.0,7.0,"Defender, Left Corner",71.0,3.13,Haryana Steelers
11,12.0,Jeeva Kumar,205.0,ALL SEASONS,11.0,227.0,31.0,"Defender, Right And Left Cover",112.0,2.03,Bengal Warriors
12,13.0,Vishal Mane,185.0,ALL SEASONS,16.0,194.0,58.0,"Defender, Right Cover",125.0,1.55,Dabang Delhi Kc
13,14.0,Sandeep Kumar Dhull,183.0,ALL SEASONS,13.0,201.0,5.0,"Defender, Left Corner",64.0,3.14,Jaipur Pink Panthers
14,15.0,Nitesh Kumar,182.0,ALL SEASONS,15.0,197.0,4.0,Defender,62.0,3.18,Up Yoddha
15,16.0,Vishal Bhardwaj,177.0,ALL SEASONS,14.0,198.0,3.0,Defender,59.0,3.36,Telugu Titans
16,17.0,Parvesh Bhainswal,175.0,ALL SEASONS,17.0,185.0,22.0,"Defender, Left Cover",76.0,2.43,Gujarat Fortunegiants
17,18.0,Sunil Kumar,167.0,ALL SEASONS,18.0,179.0,14.0,Defender,68.0,2.63,Gujarat Fortunegiants
18,18.0,Jaideep,167.0,ALL SEASONS,19.0,177.0,13.0,"Defender, Left Corner",67.0,2.64,Patna Pirates
19,20.0,Surinder Singh,160.0,ALL SEASONS,22.0,165.0,15.0,Defender,63.0,2.62,U Mumba
20,20.0,Joginder Singh Narwal,160.0,ALL SEASONS,20.0,170.0,27.0,"Defender, Left Corner",80.0,2.13,Dabang Delhi Kc
21,22.0,Mahender Singh,153.0,ALL SEASONS,21.0,166.0,11.0,"Defender, Left Cover",62.0,2.68,Bengaluru Bulls
22,23.0,Abozar Mohajermighani,147.0,ALL SEASONS,23.0,160.0,17.0,Defender,63.0,2.54,Telugu Titans
23,24.0,Ravi Kumar,137.0,ALL SEASONS,24.0,156.0,46.0,"Defender, Right Cover",92.0,1.7,Haryana Steelers
24,25.0,Rohit Rana,131.0,ALL SEASONS,25.0,136.0,49.0,"Defender, Left Cover",82.0,1.66,U Mumba
25,26.0,Nilesh Shinde,121.0,ALL SEASONS,26.0,135.0,34.0,"Defender, Right Corner",69.0,1.96,Dabang Delhi Kc
26,27.0,Sachin Shingade,109.0,ALL SEASONS,28.0,119.0,53.0,"Defender, Left Cover",75.0,1.59,Haryana Steelers
27,28.0,Rajesh Narwal,105.0,ALL SEASONS,29.0,113.0,93.0,All Rounder,92.0,1.23,Dabang Delhi Kc
28,29.0,Kuldeep Singh,103.0,ALL SEASONS,27.0,123.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
29,29.0,Kuldeep Singh,103.0,ALL SEASONS,27.0,123.0,38.0,All Rounder,66.0,1.86,Patna Pirates
30,29.0,Kuldeep Singh,103.0,ALL SEASONS,27.0,123.0,40.0,Defender,36.0,1.78,Haryana Steelers
31,29.0,Kuldeep Singh,103.0,ALL SEASONS,51.0,64.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
32,29.0,Kuldeep Singh,103.0,ALL SEASONS,51.0,64.0,38.0,All Rounder,66.0,1.86,Patna Pirates
33,29.0,Kuldeep Singh,103.0,ALL SEASONS,51.0,64.0,40.0,Defender,36.0,1.78,Haryana Steelers
34,29.0,Kuldeep Singh,103.0,ALL SEASONS,81.0,40.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
35,29.0,Kuldeep Singh,103.0,ALL SEASONS,81.0,40.0,38.0,All Rounder,66.0,1.86,Patna Pirates
36,29.0,Kuldeep Singh,103.0,ALL SEASONS,81.0,40.0,40.0,Defender,36.0,1.78,Haryana Steelers
37,51.0,Kuldeep Singh,59.0,ALL SEASONS,27.0,123.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
38,51.0,Kuldeep Singh,59.0,ALL SEASONS,27.0,123.0,38.0,All Rounder,66.0,1.86,Patna Pirates
39,51.0,Kuldeep Singh,59.0,ALL SEASONS,27.0,123.0,40.0,Defender,36.0,1.78,Haryana Steelers
40,51.0,Kuldeep Singh,59.0,ALL SEASONS,51.0,64.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
41,51.0,Kuldeep Singh,59.0,ALL SEASONS,51.0,64.0,38.0,All Rounder,66.0,1.86,Patna Pirates
42,51.0,Kuldeep Singh,59.0,ALL SEASONS,51.0,64.0,40.0,Defender,36.0,1.78,Haryana Steelers
43,51.0,Kuldeep Singh,59.0,ALL SEASONS,81.0,40.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
44,51.0,Kuldeep Singh,59.0,ALL SEASONS,81.0,40.0,38.0,All Rounder,66.0,1.86,Patna Pirates
45,51.0,Kuldeep Singh,59.0,ALL SEASONS,81.0,40.0,40.0,Defender,36.0,1.78,Haryana Steelers
46,80.0,Kuldeep Singh,37.0,ALL SEASONS,27.0,123.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
47,80.0,Kuldeep Singh,37.0,ALL SEASONS,27.0,123.0,38.0,All Rounder,66.0,1.86,Patna Pirates
48,80.0,Kuldeep Singh,37.0,ALL SEASONS,27.0,123.0,40.0,Defender,36.0,1.78,Haryana Steelers
49,80.0,Kuldeep Singh,37.0,ALL SEASONS,51.0,64.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
50,80.0,Kuldeep Singh,37.0,ALL SEASONS,51.0,64.0,38.0,All Rounder,66.0,1.86,Patna Pirates
51,80.0,Kuldeep Singh,37.0,ALL SEASONS,51.0,64.0,40.0,Defender,36.0,1.78,Haryana Steelers
52,80.0,Kuldeep Singh,37.0,ALL SEASONS,81.0,40.0,32.0,"Defender, Left Corner",20.0,2.0,Bengaluru Bulls
53,80.0,Kuldeep Singh,37.0,ALL SEASONS,81.0,40.0,38.0,All Rounder,66.0,1.86,Patna Pirates
54,80.0,Kuldeep Singh,37.0,ALL SEASONS,81.0,40.0,40.0,Defender,36.0,1.78,Haryana Steelers
55,30.0,Jasmer Singh Gulia,102.0,ALL SEASONS,31.0,109.0,29.0,All Rounder,52.0,2.1,Bengaluru Bulls
56,31.0,Ashish Kumar,98.0,ALL SEASONS,30.0,111.0,75.0,All Rounder,83.0,1.34,Bengaluru Bulls
57,31.0,Sunil,98.0,ALL SEASONS,33.0,105.0,25.0,"Defender, Right Corner",39.0,2.23,Haryana Steelers
58,31.0,Sunil,98.0,ALL SEASONS,33.0,105.0,48.0,"Defender, Left Corner",63.0,1.67,Tamil Thalaivas
59,31.0,Sunil,98.0,ALL SEASONS,39.0,87.0,25.0,"Defender, Right Corner",39.0,2.23,Haryana Steelers
60,31.0,Sunil,98.0,ALL SEASONS,39.0,87.0,48.0,"Defender, Left Corner",63.0,1.67,Tamil Thalaivas
61,39.0,Sunil,86.0,ALL SEASONS,33.0,105.0,25.0,"Defender, Right Corner",39.0,2.23,Haryana Steelers
62,39.0,Sunil,86.0,ALL SEASONS,33.0,105.0,48.0,"Defender, Left Corner",63.0,1.67,Tamil Thalaivas
63,39.0,Sunil,86.0,ALL SEASONS,39.0,87.0,25.0,"Defender, Right Corner",39.0,2.23,Haryana Steelers
64,39.0,Sunil,86.0,ALL SEASONS,39.0,87.0,48.0,"Defender, Left Corner",63.0,1.67,Tamil Thalaivas
65,33.0,C. Arun,92.0,ALL SEASONS,32.0,107.0,93.0,"Defender, Left Cover",87.0,1.23,Telugu Titans
66,34.0,D. Suresh Kumar,91.0,ALL SEASONS,35.0,103.0,44.0,"Defender, Right Cover",59.0,1.75,U Mumba
67,35.0,Vikas Kale,90.0,ALL SEASONS,36.0,98.0,49.0,"Defender, Right Cover",59.0,1.66,Haryana Steelers
68,35.0,Bajirao Hodage,90.0,ALL SEASONS,37.0,95.0,57.0,"Defender, Right Cover",61.0,1.56,Jaipur Pink Panthers
69,35.0,Hadi Oshtorak,90.0,ALL SEASONS,34.0,104.0,59.0,All Rounder,69.0,1.51,Patna Pirates
70,38.0,Rinku Narwal,87.0,ALL SEASONS,38.0,94.0,34.0,Defender,48.0,1.96,Bengal Warriors
71,40.0,Somvir Shekhar,82.0,ALL SEASONS,41.0,86.0,66.0,"Defender, Right Cover",61.0,1.41,Jaipur Pink Panthers
72,41.0,Deepak Niwas Hooda,79.0,ALL SEASONS,39.0,87.0,168.0,All Rounder,123.0,0.71,Jaipur Pink Panthers
73,42.0,Baldev Singh,78.0,ALL SEASONS,41.0,86.0,24.0,"Defender, Right Corner",38.0,2.26,Bengal Warriors
74,43.0,Amit Sheoran,76.0,ALL SEASONS,43.0,81.0,27.0,Defender,38.0,2.13,Bengaluru Bulls
75,43.0,Anil Kumar,76.0,ALL SEASONS,43.0,81.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
76,43.0,Anil Kumar,76.0,ALL SEASONS,43.0,81.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
77,43.0,Anil Kumar,76.0,ALL SEASONS,43.0,81.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
78,43.0,Anil Kumar,76.0,ALL SEASONS,116.0,24.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
79,43.0,Anil Kumar,76.0,ALL SEASONS,116.0,24.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
80,43.0,Anil Kumar,76.0,ALL SEASONS,116.0,24.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
81,43.0,Anil Kumar,76.0,ALL SEASONS,195.0,8.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
82,43.0,Anil Kumar,76.0,ALL SEASONS,195.0,8.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
83,43.0,Anil Kumar,76.0,ALL SEASONS,195.0,8.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
84,128.0,Anil Kumar,19.0,ALL SEASONS,43.0,81.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
85,128.0,Anil Kumar,19.0,ALL SEASONS,43.0,81.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
86,128.0,Anil Kumar,19.0,ALL SEASONS,43.0,81.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
87,128.0,Anil Kumar,19.0,ALL SEASONS,116.0,24.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
88,128.0,Anil Kumar,19.0,ALL SEASONS,116.0,24.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
89,128.0,Anil Kumar,19.0,ALL SEASONS,116.0,24.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
90,128.0,Anil Kumar,19.0,ALL SEASONS,195.0,8.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
91,128.0,Anil Kumar,19.0,ALL SEASONS,195.0,8.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
92,128.0,Anil Kumar,19.0,ALL SEASONS,195.0,8.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
93,184.0,Anil Kumar,8.0,ALL SEASONS,43.0,81.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
94,184.0,Anil Kumar,8.0,ALL SEASONS,43.0,81.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
95,184.0,Anil Kumar,8.0,ALL SEASONS,43.0,81.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
96,184.0,Anil Kumar,8.0,ALL SEASONS,116.0,24.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
97,184.0,Anil Kumar,8.0,ALL SEASONS,116.0,24.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
98,184.0,Anil Kumar,8.0,ALL SEASONS,116.0,24.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
99,184.0,Anil Kumar,8.0,ALL SEASONS,195.0,8.0,60.0,"Defender, Left Cover",54.0,1.5,Dabang Delhi Kc
100,184.0,Anil Kumar,8.0,ALL SEASONS,195.0,8.0,77.0,Raider,6.0,1.33,Tamil Thalaivas
101,184.0,Anil Kumar,8.0,ALL SEASONS,195.0,8.0,87.0,"Defender, Left Corner",19.0,1.26,Dabang Delhi Kc
102,45.0,Farhad Rahimi Milaghardan,70.0,ALL SEASONS,46.0,74.0,86.0,All Rounder,58.0,1.28,Telugu Titans
103,45.0,Shrikant Tewthia,70.0,ALL SEASONS,45.0,79.0,109.0,All Rounder,71.0,1.11,Bengal Warriors
104,47.0,Rakesh Kumar,68.0,ALL SEASONS,46.0,74.0,74.0,All Rounder,55.0,1.35,Telugu Titans
105,48.0,Sagar B Krishna,63.0,ALL SEASONS,48.0,70.0,99.0,All Rounder,60.0,1.17,Puneri Paltan
106,49.0,Anup Kumar,61.0,ALL SEASONS,49.0,69.0,162.0,Raider,91.0,0.76,Jaipur Pink Panthers
107,50.0,Sumit,60.0,ALL SEASONS,54.0,61.0,2.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
108,50.0,Sumit,60.0,ALL SEASONS,289.0,1.0,2.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
109,280.0,Sumit,1.0,ALL SEASONS,54.0,61.0,2.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
110,280.0,Sumit,1.0,ALL SEASONS,289.0,1.0,2.0,"Defender, Left Corner",18.0,3.39,Up Yoddha
111,51.0,Ruturaj Shivaji Koravi,59.0,ALL SEASONS,53.0,62.0,52.0,Defender,38.0,1.63,Gujarat Fortunegiants
112,51.0,Neeraj Kumar,59.0,ALL SEASONS,51.0,64.0,40.0,"Defender, Right Cover",36.0,1.78,Patna Pirates
113,54.0,Monu,57.0,ALL SEASONS,50.0,67.0,83.0,Raider,52.0,1.29,Patna Pirates
114,54.0,Vijay,57.0,ALL SEASONS,54.0,61.0,117.0,All Rounder,59.0,1.03,Dabang Delhi Kc
115,56.0,Sandeep Kandola,55.0,ALL SEASONS,56.0,59.0,1.0,"Defender, Left Corner",16.0,3.69,Telugu Titans
116,56.0,Amit Singh Chhillar,55.0,ALL SEASONS,56.0,59.0,47.0,"Defender, Left Corner",35.0,1.69,Telugu Titans
117,58.0,Rahul Chaudhari,54.0,ALL SEASONS,56.0,59.0,197.0,Raider,120.0,0.49,Tamil Thalaivas
118,59.0,Rajaguru Subramanian,51.0,ALL SEASONS,64.0,54.0,99.0,"Defender, Right Cover",46.0,1.17,U Mumba
119,59.0,Sunil Siddhgavali,51.0,ALL SEASONS,61.0,58.0,68.0,Defender,42.0,1.38,Jaipur Pink Panthers
120,61.0,Jawahar Dagar,50.0,ALL SEASONS,62.0,56.0,95.0,Defender,46.0,1.22,Patna Pirates
121,61.0,Prashant Chavan,50.0,ALL SEASONS,62.0,56.0,70.0,"Defender, Right Corner",41.0,1.37,Dabang Delhi Kc
122,63.0,Vinod Kumar,48.0,ALL SEASONS,69.0,48.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
123,63.0,Vinod Kumar,48.0,ALL SEASONS,69.0,48.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
124,63.0,Vinod Kumar,48.0,ALL SEASONS,69.0,48.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
125,63.0,Vinod Kumar,48.0,ALL SEASONS,70.0,47.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
126,63.0,Vinod Kumar,48.0,ALL SEASONS,70.0,47.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
127,63.0,Vinod Kumar,48.0,ALL SEASONS,70.0,47.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
128,63.0,Vinod Kumar,48.0,ALL SEASONS,184.0,9.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
129,63.0,Vinod Kumar,48.0,ALL SEASONS,184.0,9.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
130,63.0,Vinod Kumar,48.0,ALL SEASONS,184.0,9.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
131,78.0,Vinod Kumar,38.0,ALL SEASONS,69.0,48.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
132,78.0,Vinod Kumar,38.0,ALL SEASONS,69.0,48.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
133,78.0,Vinod Kumar,38.0,ALL SEASONS,69.0,48.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
134,78.0,Vinod Kumar,38.0,ALL SEASONS,70.0,47.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
135,78.0,Vinod Kumar,38.0,ALL SEASONS,70.0,47.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
136,78.0,Vinod Kumar,38.0,ALL SEASONS,70.0,47.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
137,78.0,Vinod Kumar,38.0,ALL SEASONS,184.0,9.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
138,78.0,Vinod Kumar,38.0,ALL SEASONS,184.0,9.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
139,78.0,Vinod Kumar,38.0,ALL SEASONS,184.0,9.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
140,178.0,Vinod Kumar,9.0,ALL SEASONS,69.0,48.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
141,178.0,Vinod Kumar,9.0,ALL SEASONS,69.0,48.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
142,178.0,Vinod Kumar,9.0,ALL SEASONS,69.0,48.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
143,178.0,Vinod Kumar,9.0,ALL SEASONS,70.0,47.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
144,178.0,Vinod Kumar,9.0,ALL SEASONS,70.0,47.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
145,178.0,Vinod Kumar,9.0,ALL SEASONS,70.0,47.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
146,178.0,Vinod Kumar,9.0,ALL SEASONS,184.0,9.0,40.0,"Defender, Left Cover",27.0,1.78,Puneri Paltan
147,178.0,Vinod Kumar,9.0,ALL SEASONS,184.0,9.0,118.0,All Rounder,47.0,1.0,Gujarat Fortunegiants
148,178.0,Vinod Kumar,9.0,ALL SEASONS,184.0,9.0,231.0,Raider,29.0,0.31,Bengaluru Bulls
149,63.0,Sachin Kumar,48.0,ALL SEASONS,66.0,53.0,103.0,All Rounder,46.0,1.15,Up Yoddha
150,63.0,Manoj Kumar,48.0,ALL SEASONS,56.0,59.0,107.0,"Defender, Left Cover",52.0,1.13,Gujarat Fortunegiants
151,63.0,Meraj Sheykh,48.0,ALL SEASONS,64.0,54.0,183.0,All Rounder,95.0,0.57,Dabang Delhi Kc
152,67.0,Vishal,47.0,ALL SEASONS,56.0,59.0,23.0,All Rounder,25.0,2.36,Jaipur Pink Panthers
153,68.0,Rakesh Singh Kumar,46.0,ALL SEASONS,68.0,49.0,118.0,"Defender, Left Cover",49.0,1.0,Haryana Steelers
154,69.0,Darshan J.,45.0,ALL SEASONS,73.0,46.0,53.0,"Defender, Right Cover",29.0,1.59,Tamil Thalaivas
155,70.0,Kashiling Adake,44.0,ALL SEASONS,67.0,51.0,186.0,Raider,92.0,0.55,Bengaluru Bulls
156,70.0,Rishank Devadiga,44.0,ALL SEASONS,73.0,46.0,212.0,Raider,117.0,0.39,Up Yoddha
157,72.0,Saurabh Nandal,42.0,ALL SEASONS,70.0,47.0,16.0,"Defender, Left Corner",18.0,2.61,Bengaluru Bulls
158,73.0,Sachin Khambe,40.0,ALL SEASONS,73.0,46.0,30.0,"Defender, Left Corner",22.0,2.09,Puneri Paltan
159,73.0,D. Gopu,40.0,ALL SEASONS,70.0,47.0,68.0,"Defender, Right And Left Corner",34.0,1.38,Tamil Thalaivas
160,73.0,Santhapanaselvam,40.0,ALL SEASONS,77.0,43.0,75.0,All Rounder,32.0,1.34,Jaipur Pink Panthers
161,73.0,Manjeet,40.0,ALL SEASONS,78.0,42.0,118.0,Raider,42.0,1.0,Puneri Paltan
162,77.0,Nitin Rawal,39.0,ALL SEASONS,76.0,45.0,118.0,All Rounder,45.0,1.0,Jaipur Pink Panthers
163,78.0,Pankaj,38.0,ALL SEASONS,83.0,38.0,51.0,All Rounder,23.0,1.65,Gujarat Fortunegiants
164,80.0,Narender,37.0,ALL SEASONS,78.0,42.0,60.0,All Rounder,28.0,1.5,Up Yoddha
165,80.0,Rohit Kumar,37.0,ALL SEASONS,82.0,39.0,205.0,Raider,89.0,0.44,Bengaluru Bulls
166,80.0,Rohit Kumar,37.0,ALL SEASONS,82.0,39.0,273.0,"Defender, Right Cover",7.0,0.14,Up Yoddha
167,80.0,Rohit Kumar,37.0,ALL SEASONS,289.0,1.0,205.0,Raider,89.0,0.44,Bengaluru Bulls
168,80.0,Rohit Kumar,37.0,ALL SEASONS,289.0,1.0,273.0,"Defender, Right Cover",7.0,0.14,Up Yoddha
169,280.0,Rohit Kumar,1.0,ALL SEASONS,82.0,39.0,205.0,Raider,89.0,0.44,Bengaluru Bulls
170,280.0,Rohit Kumar,1.0,ALL SEASONS,82.0,39.0,273.0,"Defender, Right Cover",7.0,0.14,Up Yoddha
171,280.0,Rohit Kumar,1.0,ALL SEASONS,289.0,1.0,205.0,Raider,89.0,0.44,Bengaluru Bulls
172,280.0,Rohit Kumar,1.0,ALL SEASONS,289.0,1.0,273.0,"Defender, Right Cover",7.0,0.14,Up Yoddha
173,83.0,Vikas Jaglan,35.0,ALL SEASONS,89.0,35.0,162.0,All Rounder,46.0,0.76,Patna Pirates
174,83.0,Sombir,35.0,ALL SEASONS,80.0,41.0,81.0,Defender,31.0,1.32,Dabang Delhi Kc
175,85.0,Shyam Kumar Sah,34.0,ALL SEASONS,87.0,36.0,77.0,"Defender, Left Cover",27.0,1.33,Bengal Warriors
176,86.0,Mohsen Maghsoudloujafari,32.0,ALL SEASONS,87.0,36.0,160.0,All Rounder,46.0,0.78,Up Yoddha
177,86.0,More GB,32.0,ALL SEASONS,89.0,35.0,160.0,Raider,45.0,0.78,Gujarat Fortunegiants
178,86.0,Satpal,32.0,ALL SEASONS,83.0,38.0,45.0,"Defender, Right Corner",22.0,1.73,Dabang Delhi Kc
179,89.0,D. Pradap,31.0,ALL SEASONS,93.0,33.0,105.0,All Rounder,29.0,1.14,Tamil Thalaivas
180,89.0,Pawan Kumar Sehrawat,31.0,ALL SEASONS,92.0,34.0,202.0,Raider,75.0,0.45,Bengaluru Bulls
181,91.0,Ziaur Rahman,30.0,ALL SEASONS,94.0,32.0,137.0,"Defender, Left Cover",34.0,0.94,Bengal Warriors
182,91.0,Manish,30.0,ALL SEASONS,86.0,37.0,138.0,"Defender, Right Cover",40.0,0.93,Patna Pirates
183,91.0,Preetam Chhillar,30.0,ALL SEASONS,98.0,30.0,189.0,All Rounder,58.0,0.52,Bengaluru Bulls
184,91.0,Ashu Singh,30.0,ALL SEASONS,94.0,32.0,40.0,"Defender, Right Cover",18.0,1.78,Up Yoddha
185,95.0,Sunil Jaipal,29.0,ALL SEASONS,83.0,38.0,118.0,Raider,38.0,1.0,Bengaluru Bulls
186,95.0,Viraj Vishnu Landge,29.0,ALL SEASONS,100.0,29.0,149.0,"Defender, Left Cover",34.0,0.85,Bengal Warriors
187,97.0,Mahipal Narwal,28.0,ALL SEASONS,98.0,30.0,144.0,All Rounder,34.0,0.88,Gujarat Fortunegiants
188,97.0,Jadhav Balasaheb Shahaji,28.0,ALL SEASONS,89.0,35.0,36.0,"Defender, Right Cover",18.0,1.94,Puneri Paltan
189,99.0,Vijin Thangadurai,27.0,ALL SEASONS,94.0,32.0,177.0,"Defender, Right Cover",51.0,0.63,Bengal Warriors
190,99.0,Rohit Baliyan,27.0,ALL SEASONS,100.0,29.0,207.0,Raider,68.0,0.43,U Mumba
191,101.0,Mayur Shivtarkar,26.0,ALL SEASONS,109.0,26.0,145.0,All Rounder,30.0,0.87,Bengal Warriors
192,101.0,Sachin Tanwar,26.0,ALL SEASONS,100.0,29.0,200.0,Raider,63.0,0.46,Gujarat Fortunegiants
193,101.0,Amit,26.0,ALL SEASONS,100.0,29.0,141.0,"Defender, Left Cover",32.0,0.91,Up Yoddha
194,104.0,Parmod Narwal,25.0,ALL SEASONS,106.0,28.0,155.0,All Rounder,35.0,0.8,Haryana Steelers
195,104.0,Jasvir Singh,25.0,ALL SEASONS,94.0,32.0,208.0,Raider,77.0,0.42,Tamil Thalaivas
196,104.0,Gurpreet Singh,25.0,ALL SEASONS,109.0,26.0,63.0,"Defender, Right Corner",18.0,1.44,Puneri Paltan
197,107.0,Wasim Sajjad,24.0,ALL SEASONS,107.0,27.0,53.0,"Defender, Right Corner",17.0,1.59,Telugu Titans
198,107.0,Sachin Vittala,24.0,ALL SEASONS,112.0,25.0,136.0,"Defender, Left Corner",26.0,0.96,Gujarat Fortunegiants
199,107.0,Vikash,24.0,ALL SEASONS,109.0,26.0,70.0,"Defender, Right Corner",19.0,1.37,Haryana Steelers
200,107.0,Vikash,24.0,ALL SEASONS,109.0,26.0,89.0,All Rounder,4.0,1.25,Bengal Warriors
201,107.0,Vikash,24.0,ALL SEASONS,220.0,5.0,70.0,"Defender, Right Corner",19.0,1.37,Haryana Steelers
202,107.0,Vikash,24.0,ALL SEASONS,220.0,5.0,89.0,All Rounder,4.0,1.25,Bengal Warriors
203,215.0,Vikash,5.0,ALL SEASONS,109.0,26.0,70.0,"Defender, Right Corner",19.0,1.37,Haryana Steelers
204,215.0,Vikash,5.0,ALL SEASONS,109.0,26.0,89.0,All Rounder,4.0,1.25,Bengal Warriors
205,215.0,Vikash,5.0,ALL SEASONS,220.0,5.0,70.0,"Defender, Right Corner",19.0,1.37,Haryana Steelers
206,215.0,Vikash,5.0,ALL SEASONS,220.0,5.0,89.0,All Rounder,4.0,1.25,Bengal Warriors
207,107.0,Sidharth,24.0,ALL SEASONS,107.0,27.0,83.0,All Rounder,21.0,1.29,Dabang Delhi Kc
208,107.0,Shubham Shinde,24.0,ALL SEASONS,100.0,29.0,87.0,"Defender, Right Corner",23.0,1.26,Puneri Paltan
209,112.0,Parveen,23.0,ALL SEASONS,100.0,29.0,102.0,"Defender, Left Cover",25.0,1.16,Haryana Steelers
